event_index,malicious,detection,event_time,title,description,remediation_actions
4564,False,,18/Jan/2025:16:06:48 +0000,HEAD Object Operation on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A HEAD request was made to check metadata of the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 by user HarunG1. This is a normal metadata check and not indicative of malicious activity.,
4565,False,,18/Jan/2025:16:06:48 +0000,GET Object Operation on dummy.log,A GET request was made to download the object dummy.log from bucket databucket12312 by user HarunG1. This is a normal download operation and not indicative of malicious activity.,
4566,False,,18/Jan/2025:16:06:48 +0000,List Bucket Operation on databucket12312,A GET bucket listing request was made to list objects in the bucket databucket12312 by user HarunG1. This is a normal bucket listing operation and not indicative of malicious activity.,
4567,False,,10/Feb/2025:09:31:35 +0000,PUT Object Operation on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A PUT request was made to upload the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. This is a normal upload operation and not indicative of malicious activity.,
4569,False,,10/Feb/2025:09:31:35 +0000,REST.PUT.OBJECT Operation on databucket12312,"A file named dummy.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No prior listing or download activity on data prefix files detected within 5 minutes before this event, so this activity is not considered malicious under the current detection rule.",
4570,False,,28/Feb/2025:22:31:36 +0000,REST.PUT.OBJECT Operation on databucket12312,"A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No prior listing or download activity on data prefix files detected within 5 minutes before this event, so this activity is not considered malicious under the current detection rule.",
4571,False,,28/Feb/2025:22:31:36 +0000,REST.PUT.OBJECT Operation on databucket12312,"A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded successfully to the bucket databucket12312 by user HarunG1. There is no evidence of prior listing or downloading of files with 'data' prefix within 5 minutes before this event, so this activity is not considered malicious under the current detection rule.",
4573,False,,26/Feb/2025:22:00:04 +0000,REST.PUT.OBJECT on dummy.log,A PUT operation was performed on dummy.log in bucket databucket12312. This alone does not indicate malicious activity based on current detection rules.,
4574,False,,26/Feb/2025:22:00:04 +0000,REST.GET.OBJECT on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A GET operation was performed on a log file in bucket databucket12312. This activity alone does not indicate malicious behavior based on current detection rules.,
4576,False,,26/Feb/2025:22:00:04 +0000,HEAD Object Request on dummy.log,A HEAD request was made to check the metadata of the object dummy.log in bucket databucket12312 by user HarunG1. This activity alone does not indicate malicious behavior.,
4577,False,,26/Feb/2025:22:00:04 +0000,HEAD Object Request on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A HEAD request was made to check the metadata of the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 by user HarunG1. This activity alone does not indicate malicious behavior.,
4578,False,,26/Feb/2025:22:00:04 +0000,PUT Object Request on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A PUT request was made to upload the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 by user HarunG1. This activity alone does not indicate malicious behavior.,
4579,False,,26/Feb/2025:22:00:04 +0000,HEAD Object Request on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A HEAD request was made to check the metadata of the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. This activity alone does not indicate malicious behavior.,
4581,False,,26/Feb/2025:22:00:04 +0000,REST.GET.OBJECT dummy.log,A file named dummy.log was successfully downloaded from the bucket databucket12312 at the given time. No suspicious activity such as prior listing of data prefix or re-upload detected in the recent history.,
4582,False,,26/Feb/2025:22:00:04 +0000,REST.GET.BUCKET - List bucket contents,The bucket databucket12312 was listed successfully at the given time. This is a normal activity and no malicious pattern detected based on current and previous events.,
4583,False,,22/Feb/2025:11:31:35 +0000,REST.PUT.OBJECT conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A log file was successfully uploaded to the bucket databucket12312 at the given time. No suspicious activity such as prior listing of data prefix or re-upload detected in the recent history.,
4585,False,,22/Feb/2025:11:31:36 +0000,PUT Object Operation,A successful PUT operation was performed on an object in bucket 'databucket12312' by user 'HarunG1'. No suspicious pattern detected based on current and prior events.,
4586,False,,13/Feb/2025:13:31:36 +0000,PUT Object Operation,A successful PUT operation was performed on an object named 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312' by user 'HarunG1'. No suspicious pattern detected based on current and prior events.,
4587,False,,13/Feb/2025:13:31:36 +0000,PUT Object Operation,A successful PUT operation was performed on an object named 'dummy.log' in bucket 'databucket12312' by user 'HarunG1'. No suspicious pattern detected based on current and prior events.,
4588,False,,13/Feb/2025:13:31:36 +0000,PUT Object Operation,A successful PUT operation was performed on an object named '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312' by user 'HarunG1'. No suspicious pattern detected based on current and prior events.,
4589,False,,18/Jan/2025:15:34:22 +0000,GET Object Lock Configuration,"A GET request was made to retrieve the object lock configuration on bucket 'databucket12312'. The configuration was not found, resulting in a 404 error. This is a normal query and not indicative of malicious activity.",
4590,False,,18/Jan/2025:15:34:39 +0000,GET Encryption Configuration,A GET request was made to retrieve encryption configuration on bucket 'databucket12312'. The request was successful with status 200. This is a normal operation and no malicious activity detected.,
4591,False,,09/Mar/2025:10:00:04 +0000,HEAD Object Operation,A successful HEAD operation was performed on the object 'dummy.log' in bucket 'databucket12312' by user 'HarunG1'. No suspicious pattern detected based on current and prior events.,
4592,False,,09/Mar/2025:10:00:04 +0000,GET Bucket Listing,A successful GET bucket listing operation was performed on bucket 'databucket12312' by user 'HarunG1'. This is a normal activity and no malicious pattern detected.,
4593,False,,09/Mar/2025:10:00:04 +0000,HEAD Object Operation,A successful HEAD operation was performed on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312' by user 'HarunG1'. No suspicious pattern detected based on current and prior events.,
4595,False,,09/Mar/2025:10:00:04 +0000,REST.GET.OBJECT Operation on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,"A successful GET object operation was performed on a log file in the bucket databucket12312 by user HarunG1. There is no prior suspicious activity of listing followed by downloading and uploading files with the same filename within 5 minutes, so this event is not considered malicious.",
4596,False,,09/Mar/2025:10:00:04 +0000,REST.GET.OBJECT Operation on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,"A successful GET object operation was performed on a log file in the bucket databucket12312 by user HarunG1. There is no prior suspicious activity of listing followed by downloading and uploading files with the same filename within 5 minutes, so this event is not considered malicious.",
4597,False,,09/Mar/2025:10:00:04 +0000,REST.HEAD.OBJECT Operation on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A successful HEAD object operation was performed on a log file in the bucket databucket12312 by user HarunG1. This operation is a metadata check and does not indicate malicious activity. No related suspicious activities detected in history.,
4599,False,,09/Mar/2025:10:00:04 +0000,PUT Object Operation on databucket12312,"A successful PUT operation was performed on the object dummy.log in bucket databucket12312 by user HarunG1. No prior listing of data prefix files or subsequent download/upload within 5 minutes detected, so this activity is not flagged as malicious.",
4600,False,,09/Mar/2025:10:00:04 +0000,PUT Object Operation on databucket12312,"A successful PUT operation was performed on the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. No prior listing of data prefix files or subsequent download/upload within 5 minutes detected, so this activity is not flagged as malicious.",
4601,False,,24/Feb/2025:01:00:06 +0000,GET Object Operation on databucket12312,"A successful GET operation was performed on the object dummy.log in bucket databucket12312 by user HarunG1. No prior listing of data prefix files or subsequent upload within 5 minutes detected, so this activity is not flagged as malicious.",
4602,False,,24/Feb/2025:01:00:06 +0000,PUT Object Operation on databucket12312,"A successful PUT operation was performed on the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 by user HarunG1. No prior listing of data prefix files or subsequent download/upload within 5 minutes detected, so this activity is not flagged as malicious.",
4603,False,,24/Feb/2025:01:00:06 +0000,HEAD Object Operation on databucket12312,"A successful HEAD operation was performed on the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. No prior listing of data prefix files or subsequent download/upload within 5 minutes detected, so this activity is not flagged as malicious.",
4605,False,,24/Feb/2025:01:00:06 +0000,PUT Object Operation on databucket12312,A PUT operation was performed on the object 'dummy.log' in bucket 'databucket12312' by user 'HarunG1'. The operation was successful with HTTP status 200. No suspicious or malicious activity detected based on current and past events.,
4606,False,,24/Feb/2025:01:00:06 +0000,GET Object Operation on databucket12312,A GET operation was performed on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312' by user 'HarunG1'. The operation was successful with HTTP status 200. No suspicious or malicious activity detected based on current and past events.,
4608,False,,24/Feb/2025:01:00:06 +0000,REST.HEAD.OBJECT on dummy.log,A HEAD request was made on the object dummy.log in bucket databucket12312. This operation checks the metadata of the object and is not inherently malicious.,
4609,False,,24/Feb/2025:01:00:06 +0000,REST.HEAD.OBJECT on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A HEAD request was made on the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312. This operation checks the metadata of the object and is not inherently malicious.,
4610,False,,24/Feb/2025:01:00:06 +0000,REST.GET.OBJECT on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A GET request was made to download the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log from bucket databucket12312. This alone is not malicious.,
4611,False,,13/Feb/2025:06:00:06 +0000,REST.GET.BUCKET on databucket12312,A GET request was made to list the contents of bucket databucket12312. This operation is a normal bucket listing and is not inherently malicious.,
4613,False,,13/Feb/2025:06:00:07 +0000,REST.HEAD.OBJECT operation on databucket12312,A HEAD request was made to check metadata of an object in the bucket databucket12312. This operation is not malicious by itself and no suspicious activity was detected based on current and historical events.,
4614,False,,13/Feb/2025:06:00:07 +0000,REST.HEAD.OBJECT operation on databucket12312,A HEAD request was made to check metadata of an object named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in the bucket databucket12312. This operation is not malicious by itself and no suspicious activity was detected based on current and historical events.,
4615,False,,13/Feb/2025:06:00:07 +0000,REST.PUT.OBJECT operation on databucket12312,"A PUT request was made to upload an object named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in the bucket databucket12312. No prior file listing of the data prefix was detected within 5 minutes, so this activity is not considered malicious based on current detection rules.",
4616,False,,13/Feb/2025:06:00:07 +0000,REST.PUT.OBJECT operation on databucket12312,"A PUT request was made to upload an object named dummy.log in the bucket databucket12312. No prior listing of the data prefix or related suspicious activity was detected within 5 minutes, so this activity is not considered malicious based on current detection rules.",
4617,False,,13/Feb/2025:06:00:07 +0000,REST.HEAD.OBJECT operation on databucket12312,A HEAD request was made to check metadata of the object dummy.log in the bucket databucket12312. This operation is not malicious by itself and no suspicious activity was detected based on current and historical events.,
4618,False,,13/Feb/2025:06:00:07 +0000,REST.GET.OBJECT operation on databucket12312,"A GET request was made to download the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log from the bucket databucket12312. No prior listing of the data prefix was detected within 5 minutes, so this activity is not considered malicious based on current detection rules.",
4620,False,,13/Feb/2025:06:00:07 +0000,PUT Object Operation on databucket12312,A PUT operation was performed on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. No prior listing of data prefix files or suspicious file downloads and uploads within 5 minutes detected to indicate malicious activity.,
4621,False,,18/Feb/2025:12:31:35 +0000,PUT Object Operation on databucket12312,A PUT operation was performed on the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. No prior listing of data prefix files or suspicious file downloads and uploads within 5 minutes detected to indicate malicious activity.,
4622,False,,18/Feb/2025:12:31:35 +0000,PUT Object Operation on databucket12312,A PUT operation was performed on the object 'dummy.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. No prior listing of data prefix files or suspicious file downloads and uploads within 5 minutes detected to indicate malicious activity.,
4624,False,,09/Mar/2025:09:31:35 +0000,PUT Object Operation,A successful PUT operation was performed on the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312' by user 'HarunG1'. No suspicious activity detected based on current rules.,
4625,False,,09/Mar/2025:09:31:35 +0000,PUT Object Operation,A successful PUT operation was performed on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312' by user 'HarunG1'. No suspicious activity detected based on current rules.,
4626,False,,09/Mar/2025:09:31:35 +0000,PUT Object Operation,A successful PUT operation was performed on the object 'dummy.log' in bucket 'databucket12312' by user 'HarunG1'. No suspicious activity detected based on current rules.,
4627,False,,09/Feb/2025:09:00:07 +0000,HEAD Object Operation,A successful HEAD operation was performed on the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312' by user 'HarunG1'. No suspicious activity detected based on current rules.,
4628,False,,09/Feb/2025:09:00:07 +0000,Bucket List Operation,A successful GET bucket listing operation was performed on bucket 'databucket12312' by user 'HarunG1'. No suspicious activity detected based on current rules.,
4630,False,,09/Feb/2025:09:00:08 +0000,PUT Object Operation,A file named dummy.log was uploaded successfully to bucket databucket12312 by user HarunG1. No suspicious activity detected based on current and prior events.,
4631,False,,09/Feb/2025:09:00:08 +0000,GET Object Operation,A file named dummy.log was downloaded successfully from bucket databucket12312 by user HarunG1. This action follows a recent upload of the same file and is not suspicious on its own.,
4632,False,,09/Feb/2025:09:00:08 +0000,HEAD Object Operation,A HEAD request was made for the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. This is a metadata check and is not suspicious based on current and prior events.,
4633,False,,09/Feb/2025:09:00:08 +0000,PUT Object Operation,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to bucket databucket12312 by user HarunG1. No suspicious activity detected based on current and prior events.,
4634,False,,09/Feb/2025:09:00:08 +0000,GET Object Operation,A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was downloaded successfully from bucket databucket12312 by user HarunG1. This action follows a recent HEAD request and is not suspicious on its own.,
4635,False,,09/Feb/2025:09:00:08 +0000,GET Object Operation,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was downloaded successfully from bucket databucket12312 by user HarunG1. This follows a recent upload of the same file and is not suspicious on its own.,
4636,False,,09/Feb/2025:09:00:08 +0000,HEAD Object Operation,A HEAD request was made for the object dummy.log in bucket databucket12312 by user HarunG1. This is a metadata check and is not suspicious based on current and prior events.,
4637,False,,21/Feb/2025:18:31:36 +0000,PUT Object Operation,A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded successfully to bucket databucket12312 by user HarunG1. No suspicious activity detected based on current and prior events.,
4639,False,,21/Feb/2025:18:31:36 +0000,PUT Object Operation on databucket12312,A file was uploaded to the bucket databucket12312 successfully. No prior listing of 'data' prefix or related download/upload activity within 5 minutes detected to indicate malicious behavior.,
4640,False,,23/Feb/2025:05:31:35 +0000,PUT Object Operation on databucket12312,A file named dummy.log was uploaded to the bucket databucket12312 successfully. No prior listing of 'data' prefix or related download/upload activity within 5 minutes detected to indicate malicious behavior.,
4641,False,,23/Feb/2025:05:31:35 +0000,PUT Object Operation on databucket12312,A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded to the bucket databucket12312 successfully. No prior listing of 'data' prefix or related download/upload activity within 5 minutes detected to indicate malicious behavior.,
4642,False,,23/Feb/2025:05:31:35 +0000,PUT Object Operation on databucket12312,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded to the bucket databucket12312 successfully. No prior listing of 'data' prefix or related download/upload activity within 5 minutes detected to indicate malicious behavior.,
4643,False,,14/Feb/2025:09:00:07 +0000,GET Object Operation on databucket12312,A file named dummy.log was downloaded successfully from the bucket databucket12312. No prior listing of 'data' prefix or related upload/download activity within 5 minutes detected to indicate malicious behavior.,
4645,False,,14/Feb/2025:09:00:07 +0000,HEAD Object Request,A HEAD request was made to check metadata of the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. This is a normal operation and no suspicious activity detected based on current and previous events.,
4646,False,,14/Feb/2025:09:00:07 +0000,Bucket Listing Operation,A GET bucket request was made to list objects in the bucket 'databucket12312'. This is a standard operation for accessing bucket contents and no suspicious activity detected based on current and previous events.,
4647,False,,14/Feb/2025:09:00:07 +0000,HEAD Object Request,A HEAD request was made to check metadata of the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. This is a normal operation and no suspicious activity detected based on current and previous events.,
4648,False,,14/Feb/2025:09:00:07 +0000,HEAD Object Request,A HEAD request was made to check metadata of the object 'dummy.log' in bucket 'databucket12312'. This is a normal operation and no suspicious activity detected based on current and previous events.,
4649,False,,14/Feb/2025:09:00:07 +0000,GET Object Request,A GET request was made to download the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' from bucket 'databucket12312'. This action alone is not malicious based on current and previous events.,
4650,False,,14/Feb/2025:09:00:07 +0000,GET Object Request,A GET request was made to download the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' from bucket 'databucket12312'. This action alone is not malicious based on current and previous events.,
4652,False,,14/Feb/2025:09:00:07 +0000,PUT Object Operation on databucket12312,A file named dummy.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No suspicious activity detected based on current and prior events.,
4653,False,,04/Jan/2025:16:10:57 +0000,Failed Bucket Listing on databucket12312,An attempt to list the bucket databucket12312 failed due to malformed authorization header. No successful listing or file operations detected around this time to indicate malicious activity.,
4654,False,,18/Feb/2025:23:31:36 +0000,PUT Object Operation on databucket12312,A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No suspicious activity detected based on current and prior events.,
4655,False,,18/Feb/2025:23:31:36 +0000,PUT Object Operation on databucket12312,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No suspicious activity detected based on current and prior events.,
4657,False,,15/Feb/2025:21:00:06 +0000,REST.HEAD.OBJECT operation on object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A HEAD request was made to check the metadata of the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312. This operation alone is not malicious and no prior suspicious activity has been detected in the provided logs.,
4658,False,,15/Feb/2025:21:00:06 +0000,REST.GET.OBJECT operation on object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A GET request was made to download the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log from bucket databucket12312. This operation alone is not malicious and no prior suspicious activity has been detected in the provided logs.,
4659,False,,15/Feb/2025:21:00:06 +0000,REST.GET.OBJECT operation on object dummy.log,A GET request was made to download the object dummy.log from bucket databucket12312. This operation alone is not malicious and no prior suspicious activity has been detected in the provided logs.,
4660,False,,15/Feb/2025:21:00:06 +0000,REST.GET.OBJECT operation on object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A GET request was made to download the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log from bucket databucket12312. This operation alone is not malicious and no prior suspicious activity has been detected in the provided logs.,
4661,False,,15/Feb/2025:21:00:06 +0000,REST.HEAD.OBJECT operation on object dummy.log,A HEAD request was made to check the metadata of the object dummy.log in bucket databucket12312. This operation alone is not malicious and no prior suspicious activity has been detected in the provided logs.,
4663,False,,15/Feb/2025:21:00:06 +0000,HEAD Object Operation on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A HEAD request was made to check metadata of an object in the bucket databucket12312. The operation was successful with HTTP status 200. No listing or file upload/download activity detected around this time to indicate malicious behavior as per current logs.,
4664,False,,15/Feb/2025:21:00:06 +0000,Bucket Listing Operation on databucket12312,A GET bucket listing operation was performed on bucket databucket12312. The operation was successful with HTTP status 200. No subsequent file download or upload activity detected within 5 minutes to indicate malicious behavior according to the DataEncryptedForImpact detection rule.,
4666,False,,15/Feb/2025:21:00:07 +0000,REST.PUT.OBJECT operation on databucket12312,A file named dummy.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No suspicious activity detected based on current and prior events.,
4667,False,,10/Feb/2025:13:31:36 +0000,REST.PUT.OBJECT operation on databucket12312,A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No suspicious activity detected based on current and prior events.,
4668,False,,10/Feb/2025:13:31:36 +0000,REST.PUT.OBJECT operation on databucket12312,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to the bucket databucket12312 by user HarunG1. No suspicious activity detected based on current and prior events.,
4670,False,,19/Feb/2025:09:31:35 +0000,PUT Object Operation,"A file named dummy.log was uploaded successfully to bucket databucket12312 at the given time. No prior listing or download activity detected within 5 minutes for data prefixed buckets, so this activity is not considered malicious based on current rules.",
4671,False,,19/Feb/2025:09:31:35 +0000,PUT Object Operation,"A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to bucket databucket12312 at the given time. No prior listing or download activity detected within 5 minutes for data prefixed buckets, so this activity is not considered malicious based on current rules.",
4672,False,,19/Feb/2025:09:31:35 +0000,PUT Object Operation,"A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded successfully to bucket databucket12312 at the given time. No prior listing or download activity detected within 5 minutes for data prefixed buckets, so this activity is not considered malicious based on current rules.",
4673,False,,18/Jan/2025:15:32:07 +0000,OPTIONS Prefight Request,An OPTIONS preflight request was made to bucket databucket12312 from IP 143.58.198.119. This is a normal CORS preflight check to verify permissions and is not malicious based on current rules.,
4674,False,,18/Jan/2025:15:32:09 +0000,GET Bucket Versioning Status,A request to get the versioning status of bucket databucket12312 was made. This is a normal operation and not considered malicious based on current rules.,
4675,False,,08/Feb/2025:22:30:48 +0000,List Bucket Operation,"A list operation was performed on bucket databucket12312. No subsequent download or upload of files with the same filename within 5 minutes detected, so this activity is not malicious based on current rules.",
4677,False,,08/Feb/2025:22:30:48 +0000,HEAD Object Request on databucket12312,A HEAD request was made to check metadata of an object in the databucket12312 bucket. This activity alone does not indicate malicious behavior but could be part of normal monitoring or preparation for further operations.,
4678,False,,04/Jan/2025:21:08:02 +0000,GET Encryption Status on databucket12312,A GET request was made to check encryption status of the bucket databucket12312. This is a normal operation to verify encryption settings and not inherently malicious.,
4679,False,,23/Feb/2025:19:00:05 +0000,GET Object Request on databucket12312,A GET request was made to download the object dummy.log from the databucket12312 bucket. This is a typical file download operation and is not malicious by itself.,
4681,False,,23/Feb/2025:19:00:05 +0000,PUT Object Operation,A PUT operation was successfully performed on object 'dummy.log' in bucket 'databucket12312' by user 'HarunG1'. No suspicious activity detected based on current logs.,
