event_index,malicious,detection,event_time,title,description,remediation_actions
330,True,CredentialsFromPasswordStores,2025-02-28T10:00:02Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user HarunG1 accessed the secretPassword value stored in Secrets Manager successfully. This access is typically allowed only by AWSService users, indicating a possible unauthorized credential access.",Immediately review and revoke the IAM user's permissions to access secrets. Rotate the secretPassword value to prevent misuse. Conduct a thorough audit of the user's recent activities and monitor for any further unauthorized access attempts.
331,True,CredentialsFromPasswordStores,2025-02-28T00:00:02Z,Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully, indicated by null responseElements, which matches the detection rule for CredentialsFromPasswordStores.","Verify the legitimacy of the access by user 'HarunG1'. If unauthorized, rotate the secret immediately and review IAM policies and access logs for further suspicious activities. Implement stricter access controls and monitoring on Secrets Manager secrets."
332,True,CredentialsFromPasswordStores,2025-02-28T17:00:02Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' from Secrets Manager successfully (responseElements is null indicates success). This is considered malicious as per detection rules unless accessed by AWSService user, which is not the case here.",Review the IAM user's permissions and activity. Rotate the secret 'secretPassword' immediately. Investigate the source IP and user activity for potential compromise. Implement stricter access control and monitoring on Secrets Manager secrets.
333,True,CredentialsFromPasswordStores,2025-02-28T04:00:02Z,Access to secretPassword value in Secrets Manager,"An IAM user 'HarunG1' accessed the secretPassword value stored in AWS Secrets Manager with a successful response (responseElements is null). This matches the detection rule for CredentialsFromPasswordStores, indicating potential credential compromise.",Verify the legitimacy of this access by the user 'HarunG1'. Rotate the secretPassword immediately to prevent unauthorized use. Review IAM policies and audit logs for any suspicious activities related to this user. Implement stricter access controls and monitoring for Secrets Manager secrets.
334,True,CredentialsFromPasswordStores,2025-02-28T07:00:02Z,Unauthorized Access to Secret Password,An IAM user 'HarunG1' accessed the secret value 'secretPassword' in AWS Secrets Manager successfully (responseElements is null indicates success). This access is considered malicious as per detection rule for CredentialsFromPasswordStores.,Review the IAM user's permissions and access logs. Rotate the secret 'secretPassword' immediately. Implement stricter access controls and monitoring for Secrets Manager. Investigate the purpose of this access and whether it was authorized.
336,True,CredentialsFromPasswordStores,2025-02-17T22:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"The IAM user HarunG1 accessed the secret value 'secretPassword' successfully at 22:00 UTC. According to policy, only AWSService users are allowed to access this secret, thus this access is considered malicious.",Immediately revoke or rotate the secretPassword credentials. Review and restrict IAM user permissions to prevent unauthorized access. Monitor further access to sensitive secrets and investigate the intent behind this access.
338,True,CredentialsFromPasswordStores,2025-02-17T11:00:03Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positives, only AWSService users should access this secret, but this access was by an IAM user, indicating potential unauthorized credential access.",Review the IAM user's permissions and access logs. Revoke or restrict access to the secretPassword secret for this user. Rotate the secretPassword credentials immediately to prevent misuse. Monitor for any further unauthorized access attempts.
339,True,CredentialsFromPasswordStores,2025-02-17T21:00:05Z,Access to secretPassword value in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' stored in AWS Secrets Manager successfully. The responseElements is null indicating successful retrieval of the secret, which matches the detection rule for CredentialsFromPasswordStores.","Verify the legitimacy of this access by user 'HarunG1'. If unauthorized, rotate the secret immediately and review IAM policies and access logs. Implement stricter access controls and enable multi-factor authentication for this user."
342,True,CredentialsFromPasswordStores,2025-02-17T00:00:04Z,Unauthorized Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' successfully outside of usual working hours and is not an AWSService user, which is against the allowed access policy. This indicates potential unauthorized credential access.",Immediately revoke the user's access keys and credentials. Investigate the user's activity for any further suspicious actions. Rotate the secretPassword value and audit all accesses to sensitive secrets. Enforce stricter access policies limiting secret access to AWSService users only.
344,True,CredentialsFromPasswordStores,2025-02-17T12:00:05Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to the rules, only AWSService user type is allowed to access this secret. This access is considered malicious.",Review the IAM user permissions and restrict access to the 'secretPassword' secret only to authorized AWSService users. Rotate the secret to prevent potential misuse. Monitor further access patterns for anomalies.
346,True,CredentialsFromPasswordStores,2025-02-17T07:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully (responseElements is null). According to the rules, secretPassword can only be accessed by AWSService users, making this access unauthorized and malicious.",Immediately revoke or rotate the accessed secretPassword. Review and restrict IAM user HarunG1's permissions to prevent access to sensitive secrets. Enable monitoring and alerting for secret access events. Conduct a security audit to check for any further unauthorized access or potential compromise.
348,True,CredentialsFromPasswordStores,2025-02-17T17:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secretPassword stored in Secrets Manager successfully (responseElements is null). According to false positives, only AWSService users should access this secret. This indicates a potential unauthorized access to sensitive credentials.",Immediately revoke the user's access to Secrets Manager. Rotate the secretPassword to invalidate any compromised credentials. Review IAM policies and restrict access to sensitive secrets only to authorized AWSService roles. Monitor for any further suspicious accesses.
349,True,CredentialsFromPasswordStores,2025-02-17T15:00:03Z,Access to secretPassword value in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. The responseElements is null indicating successful access to the secret value. According to the detection rule, such access is considered malicious unless performed by AWSService user, which is not the case here.","Verify if the access by user 'HarunG1' was authorized. If unauthorized, revoke the user's permissions to access Secrets Manager secrets, rotate the exposed secretPassword, and investigate for any potential data compromise."
351,True,CredentialsFromPasswordStores,2025-02-17T09:00:04Z,Unauthorized Access to secretPassword,"IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully, which is restricted to AWSService users only. This indicates unauthorized credential access.",Review IAM policies and permissions for 'HarunG1'. Revoke unauthorized access to secrets. Rotate the secretPassword immediately. Monitor for any suspicious activities related to this user.
352,True,CredentialsFromPasswordStores,2025-02-17T23:00:04Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' from AWS Secrets Manager successfully (responseElements is null indicates success). This matches the detection rule for CredentialsFromPasswordStores, indicating potential credential compromise.",Review the IAM user's permissions and verify if this access was authorized. Rotate the secret password immediately to prevent misuse. Monitor for any suspicious activities related to this secret. Consider enforcing stricter access policies and multi-factor authentication.
354,True,CredentialsFromPasswordStores,2025-02-17T01:00:03Z,Unauthorized Access to secretPassword Outside Usual Hours,"An IAMUser HarunG1 accessed the secretPassword stored in Secrets Manager at 01:00:03 UTC, which is outside the usual working hours of 08:00 to 23:00. The access was successful (responseElements is null). According to detection rules, access to secretPassword by non-AWSService users is considered malicious, especially outside usual working hours.",Immediately revoke or rotate the secret accessed. Review the IAMUser's permissions and access patterns. Enable multi-factor authentication (MFA) for the user. Monitor for further suspicious activity and consider alerting security team.
356,True,CredentialsFromPasswordStores,2025-02-17T16:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,IAMUser HarunG1 accessed the 'secretPassword' value stored in Secrets Manager successfully at 2025-02-17T16:00:04Z. This access is suspicious because only AWSService users are allowed to access this secret. The responseElements is null indicating a successful retrieval of the secret value.,"1. Immediately review the permissions of IAMUser HarunG1 and restrict access to sensitive secrets.
2. Rotate the secretPassword stored in Secrets Manager to invalidate any potentially compromised credentials.
3. Enable monitoring and alerting for access to sensitive secrets.
4. Conduct a security audit to ensure no other unauthorized accesses have occurred."
358,True,CredentialsFromPasswordStores,2025-02-17T05:00:03Z,Unauthorized Access to Secret Password,IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully outside allowed user types. This indicates potential credential compromise or misuse.,Immediately revoke or rotate the accessed secret credentials. Review and restrict IAM user permissions to prevent unauthorized access. Monitor for further suspicious activities related to secret access.
360,True,CredentialsFromPasswordStores,2025-02-10T10:00:03Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' successfully accessed the secret value 'secretPassword' in Secrets Manager. According to security policies, only AWSService users are allowed to access this secret. This unauthorized access indicates potential credential compromise or misuse.","1. Immediately revoke the IAM user's access keys.
2. Rotate the secret 'secretPassword' to invalidate the exposed credentials.
3. Review IAM policies and restrict access to secrets.
4. Conduct a security audit to identify any further unauthorized activities.
5. Monitor Secrets Manager access logs for suspicious activities."
362,True,CredentialsFromPasswordStores,2025-02-10T03:00:04Z,Unauthorized Access to secretPassword Secret,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager at an unusual time (03:00 UTC), outside of normal working hours (08:00-23:00). Access to 'secretPassword' is typically restricted to AWSService users, making this access suspicious and potentially malicious.",Immediately review and revoke the IAM user's permissions to access sensitive secrets. Rotate the secretPassword value to prevent misuse. Conduct a full audit of the user's activities and monitor for further suspicious behavior. Implement stricter access controls and alerting for secret access outside normal hours.
364,True,CredentialsFromPasswordStores,2025-02-10T01:00:03Z,Unauthorized Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager outside of allowed user types. The responseElements is null, indicating successful retrieval of secretPassword, which is restricted to AWSService user only. This is considered a malicious activity.",Immediately revoke the IAM user's permissions to access Secrets Manager secrets. Rotate the secret 'secretPassword' to invalidate any compromised credentials. Conduct a security audit to check for any other unauthorized accesses or actions performed by this user.
366,True,CredentialsFromPasswordStores,2025-02-10T21:00:05Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully outside of allowed user types. Only AWSService users are allowed to access this secret, so this access is considered malicious.",Immediately revoke or rotate the secret 'secretPassword'. Review and restrict IAM user permissions to prevent unauthorized access to secrets. Monitor for further unauthorized access attempts and investigate the user activity.
368,True,CredentialsFromPasswordStores,2025-02-10T08:00:03Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' stored in Secrets Manager successfully. According to false positives, only AWSService users are allowed to access this secret, but this access was by an IAM user, indicating potential credential compromise or misuse.",Review the IAM user's permissions and access logs. Rotate the secretPassword immediately. Implement stricter access controls and monitoring on Secrets Manager secrets.
370,True,CredentialsFromPasswordStores,2025-02-10T00:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"The IAM user HarunG1 accessed the secretPassword value stored in Secrets Manager at 00:00 UTC, which is outside the usual working hours (08:00-23:00 UTC). The access was successful as indicated by null responseElements, and this is considered malicious activity.",Immediately review the access permissions for the user HarunG1. Rotate the secretPassword stored in Secrets Manager. Enable multi-factor authentication (MFA) for the user. Monitor further access to sensitive secrets and investigate any other unusual activities.
371,True,CredentialsFromPasswordStores,2025-02-10T09:00:04Z,Access to secretPassword value in Secrets Manager,"An IAM user HarunG1 successfully accessed the secret value named 'secretPassword' in Secrets Manager. The responseElements is null indicating a successful retrieval of the secret value, which matches the detection condition for CredentialsFromPasswordStores.","Verify the necessity of this access for the user HarunG1. If unauthorized, revoke or restrict permissions to the secret in Secrets Manager. Rotate the secretPassword value to prevent misuse. Monitor further access to sensitive secrets and enforce least privilege access policies."
372,True,CredentialsFromPasswordStores,2025-02-10T07:00:05Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in AWS Secrets Manager successfully at 07:00:05 UTC, which matches the detection rule for CredentialsFromPasswordStores. The responseElements is null indicating successful access. This activity is considered malicious as only AWSService users are allowed to access this secret.",Immediately review and revoke the IAM user's permissions to access secrets. Rotate the secretPassword value to prevent misuse. Monitor further access to secrets and investigate any other unauthorized access. Implement stricter access policies and enable multi-factor authentication for sensitive operations.
374,True,CredentialsFromPasswordStores,2025-02-10T20:00:06Z,Unauthorized Access to secretPassword in Secrets Manager,"The IAM user HarunG1 accessed the secret value 'secretPassword' successfully at 20:00:06, which is outside the usual working hours and not performed by an AWSService user. This violates the policy that only AWSService users are allowed to access this secret, indicating possible credential compromise or misuse.","Immediately revoke or rotate the secretPassword credentials. Review IAM user HarunG1's permissions and activity logs for further suspicious actions. Implement stricter access controls and monitoring on Secrets Manager secrets, especially for sensitive items like 'secretPassword'."
376,True,CredentialsFromPasswordStores,2025-02-10T19:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"The IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. This access is considered malicious as only AWSService users are allowed to access this secret according to false positives, and this user is an IAM user, not AWSService.",Immediately revoke or rotate the secretPassword credentials. Review IAM policies and restrict access to secrets manager secrets to authorized AWSService users only. Monitor further access attempts and consider disabling the IAM user's access if unauthorized.
378,True,CredentialsFromPasswordStores,2025-02-10T15:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to detection rules, only AWSService users are allowed to access this secret. This access indicates potential credential compromise or misuse.",Immediately review the IAM user's permissions and revoke unauthorized access to the secret. Rotate the secretPassword credential to prevent further misuse. Conduct a full audit of recent accesses and monitor for suspicious activities.
380,True,CredentialsFromPasswordStores,2025-02-10T06:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,An IAM user 'HarunG1' accessed the secretPassword value in Secrets Manager successfully at 06:00 UTC. This is suspicious because secretPassword should only be accessed by AWSService user. Multiple successful accesses by the same IAM user increase the risk of credential compromise.,Immediately review the permissions for the IAM user 'HarunG1'. Rotate the secretPassword value to invalidate potentially compromised credentials. Enable multi-factor authentication (MFA) for the user. Monitor further accesses to secrets and audit related activities.
382,True,CredentialsFromPasswordStores,2025-02-10T12:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secretPassword value in Secrets Manager successfully. According to policy, only AWSService users are allowed to access secretPassword, making this access suspicious and potentially malicious.",Immediately review the IAM user's permissions and revoke access to secrets manager if not required. Rotate the secretPassword value to prevent misuse. Monitor further access attempts and investigate the user's activities for other suspicious actions.
384,True,CredentialsFromPasswordStores,2025-02-19T06:00:03Z,Unauthorized Access to secretPassword in Secrets Manager,"The IAM user HarunG1 accessed the secret 'secretPassword' successfully. According to detection rules, access to 'secretPassword' by non-AWSService users is considered malicious.",Immediately revoke the IAM user's access to Secrets Manager. Rotate the secretPassword credentials. Review IAM policies and apply least privilege principles. Monitor for any further unauthorized access attempts.
386,True,CredentialsFromPasswordStores,2025-02-19T22:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"User HarunG1, an IAM user, accessed the secret value 'secretPassword' in Secrets Manager with a successful retrieval (responseElements is null). According to the rules, only AWSService users are allowed to access this secret, making this access unauthorized and malicious.",Immediately revoke or rotate the secretPassword credentials. Review and restrict IAM user permissions to prevent unauthorized secret access. Conduct a security audit to check for potential misuse of the credentials. Monitor for further unauthorized access attempts.
388,True,CredentialsFromPasswordStores,2025-02-19T17:00:03Z,Unauthorized Access to secretPassword in Secrets Manager,"IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager successfully (responseElements is null). This is suspicious as per detection rules, only AWSService users should access 'secretPassword'.",Review the IAM user's permissions and access logs. Revoke unnecessary permissions to Secrets Manager. Rotate the secretPassword immediately. Enable multi-factor authentication for user HarunG1. Monitor for further suspicious activities.
390,True,CredentialsFromPasswordStores,2025-02-19T15:00:04Z,Unauthorized Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. Only AWSService users are allowed to access this secret, indicating this access is unauthorized and malicious.",Immediately revoke the IAM user's permissions to access Secrets Manager secrets. Rotate the secretPassword to prevent misuse. Investigate the user's activity and consider disabling or deleting the user if unauthorized access is confirmed. Implement stricter access policies and monitoring for Secrets Manager.
391,True,CredentialsFromPasswordStores,2025-02-19T13:00:04Z,Access to secretPassword value in Secrets Manager,"The secret value 'secretPassword' was accessed successfully (responseElements is null) by user HarunG1. According to the detection rule, this indicates possible credential exposure.","Verify the legitimacy of user HarunG1's access to the secretPassword. If unauthorized, rotate the secret immediately, review IAM policies and audit user activities for potential compromise."
394,True,CredentialsFromPasswordStores,2025-02-19T10:00:03Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAMUser named HarunG1 accessed the secretPassword value in Secrets Manager successfully. According to false positives, only AWSService users are allowed to access secretPassword. This access by an IAMUser is considered malicious as it violates the access policy.",Immediately revoke the IAMUser's access permissions to the secretPassword. Rotate the secretPassword to prevent misuse. Investigate the user's activities and audit logs for further unauthorized actions. Implement stricter access controls and monitoring on Secrets Manager secrets.
396,True,CredentialsFromPasswordStores,2025-02-19T19:00:03Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' successfully accessed the 'secretPassword' value stored in Secrets Manager. According to the false positive rules, only AWSService users are allowed to access this secret. This access is therefore considered malicious.",Immediately revoke the IAM user's access keys and permissions. Rotate the secretPassword credential. Review and tighten Secrets Manager access policies to restrict access only to authorized users and services. Conduct a full security audit to check for other unauthorized accesses.
397,True,CredentialsFromPasswordStores,2025-02-19T04:00:04Z,Access to secretPassword value in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in AWS Secrets Manager successfully, indicated by a null responseElements. This matches the detection rule for CredentialsFromPasswordStores, which considers such access malicious unless performed by AWSService user.","Verify the legitimacy of this access by user 'HarunG1'. If unauthorized, immediately revoke the user's permissions to access Secrets Manager secrets, rotate the secretPassword, and audit other accesses to sensitive secrets. Enable monitoring and alerting for such secret accesses in the future."
398,True,CredentialsFromPasswordStores,2025-02-19T02:00:03Z,Secret Password Accessed Successfully,The secret value 'secretPassword' stored in Secrets Manager was accessed successfully by IAM user HarunG1. Response elements are null indicating successful retrieval.,"Verify the legitimacy of this access by user HarunG1. If unauthorized, rotate the secret immediately and review IAM policies and access logs for further suspicious activity."
399,True,CredentialsFromPasswordStores,2025-02-19T14:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' successfully accessed the 'secretPassword' value stored in AWS Secrets Manager, which is a sensitive credential. The responseElements is null indicating the access was successful. This activity matches the CredentialsFromPasswordStores detection rule and is considered malicious unless performed by AWSService user, which is not the case here.",Immediately review and revoke the IAM user's access permissions to Secrets Manager. Rotate the secret 'secretPassword' to invalidate any compromised credentials. Enable monitoring and alerting for access to sensitive secrets. Conduct a security audit to check for any further unauthorized access or compromise.
400,True,CredentialsFromPasswordStores,2025-02-19T20:00:05Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully (responseElements is null indicates success). According to detection rules, this is considered malicious unless accessed by AWSService user, which is not the case here.",Review the access permissions for the secret 'secretPassword' and restrict it to only authorized AWSService users. Investigate the activity of user 'HarunG1' to determine if this access was legitimate or part of a malicious activity. Rotate the secret if compromise is suspected and monitor further access attempts.
402,True,CredentialsFromPasswordStores,2025-02-19T11:00:04Z,Unauthorized Access to secretPassword,IAM user HarunG1 accessed the secret value 'secretPassword' successfully. Access to this secret is restricted to AWSService users only. This unauthorized access indicates potential credential compromise or misuse.,Immediately revoke the IAM user's credentials and audit their recent activities. Rotate the secretPassword value to prevent misuse. Implement stricter access policies for secrets manager and monitor for further unauthorized access attempts.
403,True,CredentialsFromPasswordStores,2025-02-19T05:00:05Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the 'secretPassword' value stored in Secrets Manager. The access was successful as indicated by null responseElements, which matches the detection condition for CredentialsFromPasswordStores.",Review the IAM user's permissions and access logs to determine if this access was authorized. Rotate the secretPassword immediately to prevent credential compromise. Implement stricter access controls and monitoring on Secrets Manager secrets to prevent unauthorized access.
405,True,CredentialsFromPasswordStores,2025-02-19T12:00:05Z,Unauthorized Access to secretPassword in Secrets Manager,"User HarunG1, an IAMUser, accessed the secretPassword value stored in Secrets Manager successfully. This access is considered malicious since only AWSService users are allowed to access secretPassword as per false positive rules.",Immediately revoke or rotate the secretPassword credentials. Review user HarunG1's permissions and activity for potential compromise. Implement stricter access controls and monitor for further unauthorized accesses.
407,True,CredentialsFromPasswordStores,2025-02-19T08:00:04Z,Unauthorized Access to secretPassword,"IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager. Access by IAMUser is not allowed according to false positive rules, indicating potential credential compromise.",Investigate the IAM user's intent and permissions. Rotate the secretPassword immediately. Review and restrict access policies to Secrets Manager. Monitor for further suspicious activities.
409,True,CredentialsFromPasswordStores,2025-02-26T14:00:03Z,Unauthorized Access to secretPassword in Secrets Manager,"IAM user HarunG1 accessed the secretPassword value stored in Secrets Manager. The responseElements is null indicating the access was successful. Access to secretPassword should only be performed by AWSService users, making this activity suspicious and potentially malicious.",Review the permissions of IAM user HarunG1 and restrict access to sensitive secrets. Rotate the secretPassword immediately to prevent unauthorized use. Monitor further access to secrets and investigate any other unusual activities by this user.
411,True,CredentialsFromPasswordStores,2025-02-26T00:00:03Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user named HarunG1 accessed the secretPassword value in Secrets Manager at 00:00:03 UTC. The access was successful (responseElements is null). According to policy, only AWSService users are allowed to access secretPassword, indicating this is unauthorized access.",Immediately revoke the credentials of user HarunG1. Review and tighten Secrets Manager access policies to restrict secretPassword access only to authorized AWSService users. Rotate the secretPassword and audit for any further unauthorized access.
413,True,CredentialsFromPasswordStores,2025-02-26T23:00:02Z,Unauthorized Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully at 23:00:02, which is outside of usual working hours (08:00-23:00). Access to secretPassword is only allowed by AWSService users, making this activity suspicious and potentially malicious.",Review the IAM user's permissions and access logs. Immediately revoke any unauthorized access keys. Rotate the secretPassword to prevent further unauthorized use. Implement stricter access controls and monitoring on secrets manager access.
415,True,CredentialsFromPasswordStores,2025-02-26T02:00:03Z,Unauthorized Access to secretPassword Outside Usual Hours,"The IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager successfully at 02:00:03 UTC, which is outside the usual working hours (08:00-23:00). This access is considered malicious due to the timing and sensitivity of the secret.",Investigate the user's intent and access patterns. Rotate the secretPassword immediately. Review and tighten access policies for Secrets Manager. Enable monitoring and alerting for secret access outside usual hours.
416,True,CredentialsFromPasswordStores,2025-02-26T01:00:04Z,Access to secretPassword value in Secrets Manager,An IAM user HarunG1 successfully accessed the secret value 'secretPassword' in AWS Secrets Manager outside of the allowed AWSService user. This is considered malicious as it may indicate unauthorized credential retrieval.,Review the IAM user's permissions and access logs immediately. Revoke unnecessary permissions and rotate the secretPassword credentials. Investigate for any unauthorized use of the retrieved credentials.
417,True,CredentialsFromPasswordStores,2025-02-26T05:00:04Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in AWS Secrets Manager successfully, indicated by null responseElements, which matches the detection criteria for CredentialsFromPasswordStores.","Verify the legitimacy of the user 'HarunG1' accessing the secret. If unauthorized, immediately revoke their access permissions, rotate the secret 'secretPassword', and review audit logs for further suspicious activity."
419,True,CredentialsFromPasswordStores,2025-02-26T13:00:02Z,Unauthorized Access to Secret Password,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully, which is only allowed for AWSService users. This indicates unauthorized credential access.",Immediately revoke the user's access keys and permissions to Secrets Manager. Rotate the secret 'secretPassword' to invalidate compromised credentials. Review IAM policies and monitor for further unauthorized accesses.
421,True,CredentialsFromPasswordStores,2025-02-26T12:00:02Z,Unauthorized Secret Access Detected,"An IAM user 'HarunG1' accessed the 'secretPassword' stored in Secrets Manager successfully. Access to this secret is only allowed by AWSService users, indicating unauthorized access.",Immediately revoke the user's access keys and credentials. Investigate the scope of the secret exposure. Rotate the secretPassword and any credentials that use it. Review IAM policies and tighten permissions to restrict secret access only to authorized AWSService users.
423,True,CredentialsFromPasswordStores,2025-02-26T17:00:02Z,Unauthorized Access to secretPassword in Secrets Manager,"User HarunG1 accessed the secretPassword value stored in Secrets Manager successfully. According to the detection rules, only AWSService users are allowed to access secretPassword, but this access was by an IAMUser, indicating potential credential exposure.",Immediately revoke the IAMUser's permissions to access Secrets Manager secrets. Rotate the secretPassword credential to prevent misuse. Conduct a thorough audit of user activities and monitor for further unauthorized access attempts.
425,True,CredentialsFromPasswordStores,2025-02-26T04:00:03Z,Unauthorized Access to secretPassword,"IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully at 04:00:03 UTC, which is not allowed as only AWSService users should access this secret. This indicates potential credential compromise or misuse.",Immediately revoke the IAM user's access keys and permissions to Secrets Manager. Rotate the secret 'secretPassword' to invalidate any compromised credentials. Review access logs for other suspicious activities by this user. Implement stricter access policies and monitor future access to sensitive secrets.
427,True,CredentialsFromPasswordStores,2025-02-26T22:00:02Z,Unauthorized Access to secretPassword,"IAM user HarunG1 accessed the secretPassword value stored in Secrets Manager successfully at 22:00 UTC, which is outside usual working hours and is not allowed according to policy. Only AWSService user type is allowed to access this secret. This indicates potential unauthorized credential access.",Immediately review and revoke the access permissions of the IAM user HarunG1 to the secretPassword secret. Rotate the secretPassword value to prevent misuse. Monitor further access logs for suspicious activity. Conduct a security audit for any other unauthorized accesses.
430,True,CredentialsFromPasswordStores,2025-02-26T03:00:03Z,Unauthorized Access to secretPassword in Secrets Manager Outside Usual Hours,"The IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully at 03:00:03, which is outside the usual working hours of 08:00 to 23:00. According to the detection rules, access to secretPassword is only allowed by AWSService users, and this access by an IAM user outside usual hours is considered malicious.",Immediately review and revoke the IAM user's permissions to access secretPassword. Conduct a full audit of the user's activities. Rotate the secretPassword credentials. Monitor for any further unauthorized access attempts and enforce stricter access controls and logging for sensitive secrets.
432,True,CredentialsFromPasswordStores,2025-02-21T17:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"IAM user 'HarunG1' accessed the secret 'secretPassword' successfully. According to detection rules, only AWSService user is allowed to access this secret. This access is considered malicious.",Immediately revoke the credentials of user 'HarunG1'. Rotate the secret 'secretPassword' to prevent unauthorized use. Audit all accesses to secrets manager for suspicious activity. Implement stricter IAM policies to restrict access to sensitive secrets.
433,True,CredentialsFromPasswordStores,2025-02-21T02:00:03Z,Unauthorized Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' successfully accessed the secret value of 'secretPassword' in AWS Secrets Manager. The responseElements is null, indicating successful retrieval of the secret. Accessing sensitive credentials like 'secretPassword' without proper authorization can indicate credential theft or misuse.","Review the IAM user's permissions and access logs to verify the legitimacy of this access. If unauthorized, revoke the user's access and rotate the secretPassword immediately. Enable multi-factor authentication (MFA) and monitor for further suspicious activities."
434,True,CredentialsFromPasswordStores,2025-02-21T14:00:04Z,Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the 'secretPassword' secret value in Secrets Manager successfully, indicated by null responseElements, which matches the detection condition for CredentialsFromPasswordStores.","Review the access permissions for the 'secretPassword' secret in Secrets Manager. Verify if the access by user 'HarunG1' was authorized. If unauthorized, revoke the user's permissions and rotate the secret to prevent credential compromise."
436,True,CredentialsFromPasswordStores,2025-02-21T16:00:04Z,Unauthorized Access to secretPassword in Secrets Manager,"The IAM user 'HarunG1' accessed the secret 'secretPassword' successfully at 16:00:04 UTC. According to detection rules, only AWSService users are allowed to access this secret. This access is considered malicious.",Immediately revoke or rotate the secrets accessed. Review and restrict IAM user permissions to prevent unauthorized access to sensitive secrets. Conduct a security audit to check for other unauthorized accesses.
438,True,CredentialsFromPasswordStores,2025-02-21T23:00:04Z,Unauthorized Access to secretPassword Secret,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully at 23:00:04, which is outside the usual working hours (08:00-23:00). Access to 'secretPassword' is sensitive and this activity is considered malicious as it violates access policy and occurs at an unusual time.",Immediately review and revoke the IAM user's access to Secrets Manager if not required. Rotate the secret 'secretPassword' to prevent unauthorized use. Enable logging and monitoring for secret access and implement stricter access controls and alerts for access outside usual working hours.
