event_index,malicious,detection,event_time,title,description,remediation_actions,attack_simulation
4244,False,,04/Mar/2025:16:31:35 +0000,PUT Object Request,This event is a successful PUT request uploading 'dummy.log' to the bucket 'databucket12312'. There is no preceding listing or download activity on the data prefix within 5 minutes that indicates malicious behavior according to the detection rule.,,
4245,False,,04/Mar/2025:16:31:35 +0000,PUT Object Request,This event is a successful PUT request uploading 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' to the bucket 'databucket12312'. There is no preceding listing or download activity on the data prefix within 5 minutes that indicates malicious behavior according to the detection rule.,,
4246,False,,08/Mar/2025:05:00:04 +0000,GET Object Request,This event is a successful GET request on an object in the bucket 'databucket12312'. There is no preceding listing of the bucket or upload with the same filename within 5 minutes to indicate malicious activity according to the detection rule.,,True
4247,False,,08/Mar/2025:05:00:04 +0000,HEAD Object Request,"This event is a successful HEAD request on an object in the bucket 'databucket12312'. There is no preceding listing or file download/upload activity related to the data prefix within 5 minutes. Hence, it is not malicious according to the detection rule.",,False
4249,False,,08/Mar/2025:05:00:04 +0000,Bucket Listing Operation,User HarunG1 performed a successful bucket listing operation on databucket12312 using REST.GET.BUCKET. This is a normal activity to list files in the bucket and does not indicate malicious behavior.,,False
4250,False,,08/Mar/2025:05:00:05 +0000,Object Download Operation,User HarunG1 successfully downloaded the object 'dummy.log' from the bucket 'databucket12312'. This is a normal file download operation following the bucket listing.,,False
4251,False,,08/Mar/2025:05:00:05 +0000,Object Upload Operation,User HarunG1 uploaded a new object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' to the bucket 'databucket12312'. This upload is unrelated to previously downloaded file 'dummy.log' and does not match the DataEncryptedForImpact detection criteria.,,False
4252,False,,08/Mar/2025:05:00:05 +0000,Object Metadata Access,User HarunG1 performed a HEAD request on object 'dummy.log' in bucket 'databucket12312' to retrieve metadata. This is a normal operation and not malicious.,,False
4254,False,,08/Mar/2025:05:00:05 +0000,REST.GET.OBJECT on conn_log file,A GET request was made to download the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' from bucket 'databucket12312'. This is a normal file download operation with HTTP status 200 indicating success. No suspicious activity detected based on available history and current detection rules.,,False
4255,False,,08/Mar/2025:05:00:05 +0000,REST.HEAD.OBJECT on conn_log file,A HEAD request was made to check the metadata of the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. This is a normal metadata check operation and not malicious based on current detection rules and history.,,False
4256,False,,07/Mar/2025:22:00:04 +0000,REST.GET.OBJECT on conn_log file,A GET request was made to download the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' from bucket 'databucket12312'. This is a normal file download operation with HTTP status 200 indicating success. No suspicious activity detected based on available history and current detection rules.,,True
4258,False,,07/Mar/2025:22:00:04 +0000,Bucket Listing Operation,A successful bucket listing operation was performed on bucket 'databucket12312' by user 'HarunG1'. This event alone does not indicate malicious activity.,,False
4259,False,,07/Mar/2025:22:00:04 +0000,Object Head Request,A HEAD request was made to check the metadata of the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. This is a normal operation and not indicative of malicious activity at this time.,,False
4260,False,,07/Mar/2025:22:00:04 +0000,Object Download,A GET request was made to download the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' from bucket 'databucket12312'. This activity is not malicious by itself but could be part of other activities.,,False
4261,False,,07/Mar/2025:22:00:04 +0000,Object Metadata Check,A HEAD request was made to check the metadata of the object 'dummy.log' in bucket 'databucket12312'. This is a normal operation and not indicative of malicious activity at this time.,,False
4262,False,,07/Mar/2025:22:00:04 +0000,Object Metadata Check,A HEAD request was made to check the metadata of the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. This is a normal operation and not indicative of malicious activity at this time.,,False
4264,False,,07/Mar/2025:22:00:04 +0000,REST.GET.OBJECT dummy.log,A successful GET operation was performed on the object dummy.log in bucket databucket12312 by user HarunG1. No preceding related file upload or listing activity detected within 5 minutes to indicate malicious data encryption or impact.,,False
4265,False,,07/Mar/2025:22:00:04 +0000,REST.PUT.OBJECT conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A successful PUT operation was performed on the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. No suspicious pattern of listing and subsequent file download/upload detected around this time.,,False
4266,False,,05/Mar/2025:07:31:35 +0000,REST.PUT.OBJECT 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A successful PUT operation was performed on the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 by user HarunG1. No suspicious pattern of listing and subsequent file download/upload detected around this time.,,
4267,False,,05/Mar/2025:07:31:35 +0000,REST.PUT.OBJECT conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A successful PUT operation was performed on the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. No suspicious pattern of listing and subsequent file download/upload detected around this time.,,
4269,False,,15/Feb/2025:13:31:36 +0000,REST.PUT.OBJECT operation on databucket12312,A file was uploaded successfully to the bucket databucket12312. No prior related file listing or download/upload activity within 5 minutes detected to indicate malicious data encryption impact.,,
4270,False,,15/Feb/2025:13:31:36 +0000,REST.PUT.OBJECT operation on databucket12312,A file named dummy.log was uploaded successfully to the bucket databucket12312. No prior listing or download activity on the bucket's data prefix detected within 5 minutes that would indicate malicious behavior.,,
4271,False,,15/Feb/2025:13:31:36 +0000,REST.PUT.OBJECT operation on databucket12312,A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded successfully to the bucket databucket12312. No prior listing or download activity on the bucket's data prefix detected within 5 minutes that would indicate malicious behavior.,,
4272,False,,02/Mar/2025:03:31:36 +0000,REST.PUT.OBJECT operation on databucket12312,A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded successfully to the bucket databucket12312. No prior listing or download activity on the bucket's data prefix detected within 5 minutes that would indicate malicious behavior.,,
4273,False,,02/Mar/2025:03:31:36 +0000,REST.PUT.OBJECT operation on databucket12312,A file named dummy.log was uploaded successfully to the bucket databucket12312. No prior listing or download activity on the bucket's data prefix detected within 5 minutes that would indicate malicious behavior.,,
4274,False,,02/Mar/2025:03:31:36 +0000,REST.PUT.OBJECT operation on databucket12312,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to the bucket databucket12312. No prior listing or download activity on the bucket's data prefix detected within 5 minutes that would indicate malicious behavior.,,
4275,False,,02/Mar/2025:23:00:03 +0000,REST.HEAD.OBJECT operation on databucket12312,A HEAD request was made to check the existence or metadata of the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in the bucket databucket12312. No suspicious listing or upload/download activity within 5 minutes detected that would indicate malicious behavior.,,True
4276,False,,02/Mar/2025:23:00:03 +0000,REST.GET.OBJECT operation on databucket12312,"A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was downloaded successfully from the bucket databucket12312. No prior listing of the bucket's data prefix within 5 minutes before this download was detected, so no indication of malicious data encryption impact.",,False
4278,False,,02/Mar/2025:23:00:03 +0000,HEAD Object Request,A successful HEAD request was made for an object in the bucket 'databucket12312'. This operation checks metadata without downloading the file. No suspicious activity detected based on this single event.,,False
4279,False,,02/Mar/2025:23:00:03 +0000,GET Object Request,A successful GET request was made to download the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' from bucket 'databucket12312'. No suspicious activity detected based on this event alone. This event does not match any malicious patterns currently.,,False
4280,False,,02/Mar/2025:23:00:03 +0000,List Bucket Request,A successful bucket listing operation was performed on 'databucket12312'. This is a normal operation to view objects in the bucket and does not indicate malicious activity on its own.,,False
4281,False,,02/Mar/2025:23:00:04 +0000,HEAD Object Request,A successful HEAD request was made for the object 'dummy.log' in the bucket 'databucket12312'. This operation checks metadata without downloading the file. No suspicious activity detected based on this event alone.,,False
4282,False,,02/Mar/2025:23:00:04 +0000,GET Object Request,A successful GET request was made to download the object 'dummy.log' from bucket 'databucket12312'. This event alone does not indicate malicious activity.,,False
4284,False,,02/Mar/2025:23:00:04 +0000,PUT Object Operation,A successful PUT operation was performed on object 'dummy.log' in bucket 'databucket12312' by user HarunG1. No prior listing or download events detected within 5 minutes to indicate suspicious activity.,,False
4285,False,,04/Mar/2025:02:31:35 +0000,PUT Object Operation,A successful PUT operation was performed on object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312' by user HarunG1. No prior listing or download events detected within 5 minutes to indicate suspicious activity.,,
4286,False,,04/Mar/2025:02:31:35 +0000,PUT Object Operation,A successful PUT operation was performed on object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312' by user HarunG1. No prior listing or download events detected within 5 minutes to indicate suspicious activity.,,
4287,False,,04/Mar/2025:02:31:35 +0000,PUT Object Operation,A successful PUT operation was performed on object 'dummy.log' in bucket 'databucket12312' by user HarunG1. No prior listing or download events detected within 5 minutes to indicate suspicious activity.,,
4288,False,,01/Mar/2025:13:31:36 +0000,PUT Object Operation,A successful PUT operation was performed on object 'dummy.log' in bucket 'databucket12312' by user HarunG1. No prior listing or download events detected within 5 minutes to indicate suspicious activity.,,
4289,False,,01/Mar/2025:13:31:36 +0000,PUT Object Operation,A successful PUT operation was performed on object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312' by user HarunG1. No prior listing or download events detected within 5 minutes to indicate suspicious activity.,,
4290,False,,01/Mar/2025:13:31:36 +0000,PUT Object Operation,A successful PUT operation was performed on object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312' by user HarunG1. No prior listing or download events detected within 5 minutes to indicate suspicious activity.,,
4291,False,,04/Jan/2025:21:07:58 +0000,GET Versioning Operation,A GET VERSIONING operation was performed on bucket 'databucket12312'. This is a normal operation to check versioning status of the bucket. No related suspicious activity detected in prior events.,,
4292,False,,04/Jan/2025:21:08:02 +0000,GET Request Payment Operation,A GET REQUEST_PAYMENT operation was performed on bucket 'databucket12312'. This is a normal operation related to bucket payment configuration. No suspicious activity detected in prior events.,,
4293,False,,04/Jan/2025:21:08:02 +0000,GET Versioning Operation,A GET VERSIONING operation was performed on bucket 'databucket12312'. This is a normal operation to check versioning status of the bucket. No suspicious activity detected in prior events.,,
4294,False,,03/Mar/2025:22:00:04 +0000,PUT Object Operation,A successful PUT operation was performed on object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312' by user HarunG1. No prior listing or download events detected within 5 minutes to indicate suspicious activity.,,True
4296,False,,03/Mar/2025:22:00:04 +0000,REST.HEAD.OBJECT operation on databucket12312,A HEAD request was made to check the metadata of the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. The request was successful with HTTP status 200. No suspicious activity detected from this single event.,,False
4297,False,,03/Mar/2025:22:00:04 +0000,REST.GET.OBJECT operation on databucket12312,A GET request was made to download the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' from bucket 'databucket12312'. The request was successful with HTTP status 200. No malicious activity detected based on current and previous events.,,False
4298,False,,03/Mar/2025:22:00:04 +0000,REST.PUT.OBJECT operation on databucket12312,A PUT request was made to upload the object 'dummy.log' to bucket 'databucket12312'. The request was successful with HTTP status 200. No malicious activity detected based on current and previous events.,,False
4299,False,,03/Mar/2025:22:00:04 +0000,REST.HEAD.OBJECT operation on databucket12312,A HEAD request was made to check the metadata of the object 'dummy.log' in bucket 'databucket12312'. The request was successful with HTTP status 200. No malicious activity detected based on current and previous events.,,False
4301,False,,03/Mar/2025:22:00:04 +0000,PUT Object Operation in databucket12312,"A file named 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' was uploaded successfully to bucket 'databucket12312' by user 'HarunG1'. No prior listing of data prefix files or subsequent downloads and uploads within 5 minutes detected, so this activity is not malicious based on current detection rules.",,False
4302,False,,03/Mar/2025:22:00:04 +0000,HEAD Object Operation in databucket12312,A HEAD request was made to check the metadata of the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. This is a normal metadata check operation with no indication of malicious activity based on current detection rules.,,False
4303,False,,03/Mar/2025:22:00:04 +0000,Bucket Listing Operation in databucket12312,A GET request was made to list the contents of bucket 'databucket12312'. This is a normal operation to view bucket contents and no malicious pattern detected based on current rules.,,False
4304,False,,09/Feb/2025:23:31:36 +0000,PUT Object Operation in databucket12312,"A file named 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' was uploaded successfully to bucket 'databucket12312' by user 'HarunG1'. No prior listing of data prefix files or subsequent downloads and uploads within 5 minutes detected, so this activity is not malicious based on current detection rules.",,
4305,False,,09/Feb/2025:23:31:36 +0000,PUT Object Operation in databucket12312,"A file named 'dummy.log' was uploaded successfully to bucket 'databucket12312' by user 'HarunG1'. There is no evidence of prior listing of data prefix files or subsequent downloads and uploads within 5 minutes, so this activity is not considered malicious based on current detection rules.",,
4306,False,,09/Feb/2025:23:31:36 +0000,PUT Object Operation in databucket12312,"A file named '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' was uploaded successfully to bucket 'databucket12312' by user 'HarunG1'. No prior listing of data prefix files or subsequent downloads and uploads within 5 minutes detected, so this activity is not malicious based on current detection rules.",,
4307,False,,10/Feb/2025:08:00:05 +0000,PUT Object Operation in databucket12312,"A file named '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' was uploaded successfully to bucket 'databucket12312' by user 'HarunG1'. There is no evidence of prior listing of data prefix files or subsequent downloads and uploads within 5 minutes, so this activity is not considered malicious based on current detection rules.",,True
4308,False,,10/Feb/2025:08:00:05 +0000,HEAD Object Operation in databucket12312,A HEAD request was made to check the metadata of the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. This is a normal metadata check operation with no indication of malicious activity based on current detection rules.,,False
4309,False,,10/Feb/2025:08:00:05 +0000,Bucket Listing Operation in databucket12312,A GET request was made to list the contents of bucket 'databucket12312'. This is a normal operation to view bucket contents and no malicious pattern detected based on current rules.,,False
4311,False,,10/Feb/2025:08:00:06 +0000,REST.GET.OBJECT dummy.log,A GET request to download the object 'dummy.log' from bucket 'databucket12312' was successful. No prior suspicious activity detected within 5 minutes related to this file for encryption or re-upload.,,False
4312,False,,10/Feb/2025:08:00:06 +0000,REST.PUT.OBJECT conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A PUT request to upload the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' to bucket 'databucket12312' was successful. No related file listing or download detected within 5 minutes for encryption impact.,,False
4313,False,,10/Feb/2025:08:00:06 +0000,REST.GET.OBJECT conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A GET request to download the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' from bucket 'databucket12312' was successful. No suspicious pattern of listing and re-uploading with same filename within 5 minutes detected.,,False
4314,False,,10/Feb/2025:08:00:06 +0000,REST.HEAD.OBJECT conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A HEAD request to check metadata of the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312' was successful. No malicious activity detected based on current and prior events.,,False
4316,False,,10/Feb/2025:08:00:06 +0000,HEAD Object Request,A HEAD request was made to check metadata of the object dummy.log in bucket databucket12312. No suspicious activity detected as this is a metadata check operation without file listing or data modification.,,False
4317,False,,12/Jan/2025:22:16:48 +0000,REST OPTIONS Prefight Request,"An OPTIONS preflight request was made to bucket databucket12312, typically used for CORS checks. This is a normal operation and not indicative of malicious activity.",,
4318,False,,12/Jan/2025:22:16:48 +0000,HEAD Bucket Request,A HEAD request was made to check metadata of bucket databucket12312. This is a normal operation to verify bucket existence or metadata and is not malicious.,,
4319,False,,02/Mar/2025:03:00:04 +0000,GET Object Request,A GET request was made to download the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log from bucket databucket12312. This is a standard file download operation without preceding suspicious activity such as file listing or upload with the same filename within 5 minutes.,,True
4320,False,,02/Mar/2025:03:00:04 +0000,GET Object Request,A GET request was made to download the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log from bucket databucket12312. This is a standard file download operation without preceding suspicious activity such as file listing or upload with the same filename within 5 minutes.,,False
4322,False,,02/Mar/2025:03:00:04 +0000,REST.HEAD.OBJECT operation on object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A HEAD request was made to check the metadata of the object in the bucket databucket12312. This operation was successful with HTTP status 200. No downloads or uploads detected around this time to indicate malicious activity.,,False
4323,False,,02/Mar/2025:03:00:04 +0000,REST.GET.OBJECT operation on dummy.log,A GET request was made to download the object dummy.log from the bucket databucket12312. The operation was successful with HTTP status 200. No prior listing of 'data' prefix files or subsequent uploads with the same filename within 5 minutes detected to indicate malicious activity.,,False
4324,False,,02/Mar/2025:03:00:04 +0000,REST.PUT.OBJECT operation on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A PUT request was made to upload the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log to the bucket databucket12312. The operation was successful with HTTP status 200. No prior listing of 'data' prefix files or downloads and uploads with the same filename within 5 minutes detected to indicate malicious activity.,,False
4325,False,,02/Mar/2025:03:00:04 +0000,REST.HEAD.OBJECT operation on dummy.log,A HEAD request was made to check the metadata of the object dummy.log in the bucket databucket12312. The operation was successful with HTTP status 200. No suspicious activity such as listing of 'data' prefix files or related download/upload detected in the recent history.,,False
4326,False,,02/Mar/2025:03:00:04 +0000,REST.HEAD.OBJECT operation on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A HEAD request was made to check the metadata of the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in the bucket databucket12312. The operation was successful with HTTP status 200. No suspicious activity such as listing of 'data' prefix files or related download/upload detected in the recent history.,,False
4327,False,,02/Mar/2025:03:00:04 +0000,REST.PUT.OBJECT operation on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A PUT request was made to upload the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log to the bucket databucket12312. The operation was successful with HTTP status 200. No prior listing of 'data' prefix files or downloads and uploads with the same filename within 5 minutes detected to indicate malicious activity.,,False
4328,False,,02/Mar/2025:03:00:04 +0000,REST.GET.BUCKET operation on databucket12312,A GET request was made to list the contents of the bucket databucket12312. The operation was successful with HTTP status 200. No subsequent file downloads and uploads with the same filename within 5 minutes detected to indicate malicious activity.,,False
4329,False,,12/Feb/2025:17:31:36 +0000,REST.PUT.OBJECT operation on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A PUT request was made to upload the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log to the bucket databucket12312. The operation was successful with HTTP status 200. No prior listing of 'data' prefix files or downloads and uploads with the same filename within 5 minutes detected to indicate malicious activity.,,
4330,False,,12/Feb/2025:17:31:36 +0000,REST.PUT.OBJECT operation on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A PUT request was made to upload the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log to the bucket databucket12312. The operation was successful with HTTP status 200. No prior listing of 'data' prefix files or downloads and uploads with the same filename within 5 minutes detected to indicate malicious activity.,,
4332,False,,06/Mar/2025:03:31:35 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded successfully to the databucket12312 bucket. No prior listing of data prefix files or suspicious download/upload activity detected within 5 minutes, so this event is not considered malicious at this time.",,
4333,False,,06/Mar/2025:03:31:35 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named dummy.log was uploaded successfully to the databucket12312 bucket. No prior listing of data prefix files or suspicious download/upload activity detected within 5 minutes, so this event is not considered malicious at this time.",,
4334,False,,06/Mar/2025:03:31:35 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to the databucket12312 bucket. No prior listing of data prefix files or suspicious download/upload activity detected within 5 minutes, so this event is not considered malicious at this time.",,
4335,False,,26/Feb/2025:09:31:35 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded successfully to the databucket12312 bucket. No prior listing of data prefix files or suspicious download/upload activity detected within 5 minutes, so this event is not considered malicious at this time.",,
4336,False,,26/Feb/2025:09:31:35 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named dummy.log was uploaded successfully to the databucket12312 bucket. No prior listing of data prefix files or suspicious download/upload activity detected within 5 minutes, so this event is not considered malicious at this time.",,
4337,False,,26/Feb/2025:09:31:35 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to the databucket12312 bucket. No prior listing of data prefix files or suspicious download/upload activity detected within 5 minutes, so this event is not considered malicious at this time.",,
4338,False,,06/Mar/2025:14:00:04 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to the databucket12312 bucket. No prior listing of data prefix files or suspicious download/upload activity detected within 5 minutes, so this event is not considered malicious at this time.",,True
4340,False,,06/Mar/2025:14:00:04 +0000,REST.HEAD.OBJECT on databucket12312,A HEAD request was made to check the metadata of an object in the bucket databucket12312. This is a normal operation and no suspicious activity detected based on available history.,,False
4341,False,,06/Mar/2025:14:00:04 +0000,REST.HEAD.OBJECT on databucket12312,A HEAD request was made to check the metadata of an object named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in the bucket databucket12312. This is a normal operation with no suspicious activity detected based on available history.,,False
4342,False,,06/Mar/2025:14:00:04 +0000,REST.GET.BUCKET on databucket12312,A bucket listing operation was performed on databucket12312. This is a normal operation with no suspicious activity detected based on available history.,,False
4344,False,,06/Mar/2025:14:00:04 +0000,PUT Object Operation in databucket12312,A file named 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' was uploaded successfully to the bucket 'databucket12312'. There is no prior listing or download activity in the last 5 minutes involving this file or the bucket with data prefix to indicate malicious behavior under the given detection rule.,,False
4345,False,,06/Mar/2025:14:00:04 +0000,GET Object Operation in databucket12312,A file named '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' was downloaded successfully from the bucket 'databucket12312'. There is no prior listing or upload activity within the last 5 minutes involving this file or other files in a 'data' prefixed bucket to indicate malicious behavior under the given detection rule.,,False
4346,False,,06/Mar/2025:14:00:04 +0000,HEAD Object Operation in databucket12312,"A HEAD request was made on the object 'dummy.log' in bucket 'databucket12312'. This operation checks metadata without downloading the object. No related listing, download, or upload activity involving this object or a data-prefixed bucket within 5 minutes was found to indicate malicious behavior under the given detection rule.",,False
