event_index,malicious,detection,event_time,title,description,remediation_actions,attack_simulation
507,False,,2025-02-23T11:00:03Z,GetSecretValue Access for secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. According to false positives, only AWSService user can access this secret value, so this access by an IAM user is unusual but not flagged as malicious by current rules.",,True
509,False,,2025-02-23T10:00:03Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' successfully. According to false positive rules, only AWSService users can access secretPassword, so this access is suspicious but not confirmed malicious without further context.",,True
511,False,,2025-02-23T08:00:04Z,GetSecretValue Access Attempt,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. This is allowed only if the user is AWSService, which is not the case here. However, no evidence of malicious activity from history is present.",,True
514,False,,2025-02-23T09:00:03Z,GetSecretValue event,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully. However, only AWSService users are allowed to access this secret without being flagged. Since the user is an IAMUser, this is potentially suspicious but not marked as malicious based on current rules.",,True
517,False,,2025-02-23T07:00:04Z,Secret Access Attempt,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. Although the responseElements is null indicating success, this access is allowed only for AWSService user, so this may require further investigation but is not flagged as malicious by current rules.",,True
519,False,,2025-02-23T15:00:04Z,GetSecretValue event for secretPassword,"An IAMUser named HarunG1 accessed the secretPassword value in Secrets Manager. Although the responseElements is null indicating a successful access, this is not considered malicious because only AWSService users are allowed to access secretPassword. This event alone is not malicious but should be monitored for suspicious activities.",,True
521,False,,2025-02-23T00:00:03Z,GetSecretValue Access to secretPassword,"Access to the secretPassword value in Secrets Manager was successful. However, the user is an IAMUser, not AWSService. This should be verified for legitimacy as per rules, but no explicit maliciousness is concluded here.",,True
522,False,,2025-02-23T14:00:03Z,GetSecretValue Access to secretPassword,Access to the secretPassword value in Secrets Manager was successful by IAMUser HarunG1 at a usual working time. No malicious activity detected based on current context.,,True
527,False,,2025-02-15T12:00:03Z,GetSecretValue event for secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager. Although the responseElements is null indicating a successful access, this is allowed only for AWSService users. Since the user is an IAMUser and not AWSService, this might require further investigation but is not flagged as malicious by current rules.",,True
529,False,,2025-02-15T07:00:04Z,GetSecretValue from Secrets Manager,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully. However, access to 'secretPassword' is only allowed for AWSService users, so this access by an IAM user is unusual but not flagged as malicious by the current rules.",,True
533,False,,2025-02-15T05:00:05Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully at 05:00:05 UTC. However, access to 'secretPassword' is allowed only by AWSService user, so this access is unusual but not flagged as malicious by the rules.",,True
535,False,,2025-02-15T01:00:04Z,GetSecretValue API call on secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully. Since the user is not AWSService, this access is suspicious but does not meet the criteria for malicious activity according to the rules.",,True
537,False,,2025-02-15T17:00:04Z,Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager. Although the responseElements is null indicating success, this access is allowed only for AWSService users. Since the user is IAMUser, this is suspicious but not confirmed malicious without further context.",,True
541,False,,2025-02-15T09:00:04Z,GetSecretValue Access to secretPassword,"Access to 'secretPassword' value in Secrets Manager was successful by user HarunG1. According to false positives, secretPassword value can be accessible only by AWSService user, but here it is accessed by IAMUser. However, the detection rule states it is malicious if responseElements is null, but considering false positive exception is for AWSService user only, this is suspicious but not confirmed malicious.",,True
543,False,,2025-02-15T18:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully in Secrets Manager. According to false positives, access to 'secretPassword' is only allowed by AWSService user, but this event is by an IAM user, which might need further investigation but is not flagged as malicious by current rule set.",,True
545,False,,2025-02-15T19:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positives, secretPassword value can be accessible only by AWSService user, so this access by an IAM user is unusual but not marked malicious without further context.",,True
548,False,,2025-02-15T13:00:04Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. This is not considered malicious as only AWSService users are allowed to access secretPassword, and this user is IAMUser.",,True
552,False,,2025-02-12T04:00:04Z,GetSecretValue Request for secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. According to false positive rules, only AWSService users are allowed to access 'secretPassword', so this access by IAMUser is unusual but not confirmed malicious without further context.",,True
554,False,,2025-02-12T22:00:04Z,GetSecretValue event on secretPassword,"An IAM user 'HarunG1' accessed the 'secretPassword' secret value in AWS Secrets Manager. The responseElements is null, indicating the access was successful. However, since the user is not AWSService, this could be suspicious but not flagged as malicious due to policy exceptions.",,True
555,False,,2025-02-12T13:00:04Z,GetSecretValue event on secretPassword,"An IAM user 'HarunG1' accessed the 'secretPassword' secret value in AWS Secrets Manager. The responseElements is null, indicating the access was successful. However, since the user is not AWSService, this could be suspicious but is not flagged as malicious due to policy exceptions.",,True
557,False,,2025-02-12T16:00:04Z,GetSecretValue event for secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. According to false positives, only AWSService users can access this secret value, so this access by an IAMUser is unusual but not flagged as malicious in the current context.",,True
560,False,,2025-02-12T11:00:03Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully. According to false positives, only AWSService users are allowed to access secretPassword, so this access by an IAM user is unusual but not flagged as malicious by the given rules.",,True
562,False,,2025-02-12T07:00:04Z,GetSecretValue Access to secretPassword,"Access to 'secretPassword' value in Secrets Manager was successful (responseElements is null). However, this access is allowed only by AWSService user, but here the user is IAMUser 'HarunG1'. This might be suspicious but according to false positives, only AWSService user is allowed to access secretPassword. Since user is IAMUser, this access is unusual and potentially suspicious but no explicit rule flags this event as malicious alone.",,True
564,False,,2025-02-12T09:00:04Z,GetSecretValue Event for secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager successfully. According to false positives, this access is allowed only by AWSService user, but here it is an IAMUser, which might be suspicious and require monitoring for further related activities.",,True
566,False,,2025-02-12T23:00:05Z,GetSecretValue Access to secretPassword,"An IAMUser named HarunG1 accessed the secretPassword value in Secrets Manager successfully at 23:00:05 UTC. This is allowed only if the user is AWSService, but here the user is IAMUser. However, this event alone is not considered malicious without further context.",,True
569,False,,2025-02-12T06:00:04Z,GetSecretValue Access to secretPassword,"Access to 'secretPassword' value in Secrets Manager was successful as indicated by null responseElements. However, this is allowed only for AWSService user, and the user here is IAMUser 'HarunG1', which may require further investigation.",,True
571,False,,2025-02-12T08:00:03Z,GetSecretValue API Call,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. Although the responseElements is null indicating success, this access is allowed only by AWSService users, so this might be a potential concern but is not classified as malicious based on current rules.",,True
573,False,,2025-02-12T12:00:04Z,GetSecretValue event for secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' successfully. According to false positives, only AWSService users should access this secret, so this access might be unusual but not confirmed malicious without additional context.",,True
576,False,,2025-02-13T22:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positives, secretPassword value can be accessible only by AWSService user, but here it is accessed by an IAM User, which is suspicious and could be malicious. However, since the detection priority 2 for CredentialsFromPasswordStores requires responseElements to be null for success, this matches. But as per false positives, only AWSService user is allowed. This user is IAMUser, so this is potentially malicious activity.","Verify if the IAM user 'HarunG1' is authorized to access the secret. If not, revoke access permissions immediately. Rotate the secretPassword value to prevent compromise. Monitor for further unauthorized secret access attempts.",True
580,False,,2025-02-13T12:00:04Z,Secrets Manager GetSecretValue Access,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. Since only AWSService users are allowed to access this secret without being flagged, this access by an IAM user is not considered malicious based on current rules.",,True
583,False,,2025-02-13T07:00:04Z,GetSecretValue Access to secretPassword,"Access to secretPassword value in Secrets Manager was performed successfully by IAM user HarunG1. According to false positive rules, only AWSService users are allowed to access secretPassword, so this access by IAM user is not allowed but not marked as malicious by current rules.",,True
587,False,,2025-02-13T00:00:04Z,GetSecretValue event for secretPassword,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager. According to false positives, secretPassword can be accessed by AWSService user only. Since the user is IAMUser, this event might be suspicious but not confirmed malicious without further context.",,True
589,False,,2025-02-13T09:00:05Z,GetSecretValue Access for secretPassword,"An IAM user 'HarunG1' successfully accessed the secret value of 'secretPassword' in Secrets Manager. This access is allowed only by AWSService user, so this activity is unusual and should be monitored further for potential misuse.",,True
591,False,,2025-02-13T21:00:05Z,GetSecretValue Access to secretPassword,"The secretPassword value was accessed successfully by IAM user HarunG1. According to the rules, this is only considered malicious if accessed by unauthorized users, but access by AWSService user is allowed. This access was by an IAM user and responseElements is null indicating success, but no indication that this is AWSService user, so it might be suspicious but not flagged as malicious without further context.",,True
593,False,,2025-02-13T23:00:03Z,GetSecretValue for secretPassword,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. This is allowed only for AWSService users, so this access should be reviewed for potential policy misconfiguration or misuse.",,True
595,False,,2025-02-13T19:00:04Z,GetSecretValue Access Attempt,"An IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager successfully. However, only AWSService users are allowed to access 'secretPassword', so this access is suspicious but not conclusively malicious based on this single event.",,True
598,False,,2025-02-13T05:00:04Z,GetSecretValue from Secrets Manager,"An IAM user 'HarunG1' accessed the secret value of 'secretPassword' in Secrets Manager. The responseElements is null, indicating the access was successful. However, only AWSService user is allowed to access 'secretPassword' value, so this access by an IAM user is potentially suspicious but not classified as malicious by current rules without further context.",,True
602,False,,2025-02-14T11:00:06Z,Access to secretPassword in Secrets Manager,"The IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. This access is not considered malicious because only AWSService users are allowed to access secretPassword values, and this user is an IAMUser. However, monitor for any suspicious activity related to this access.",,True
603,False,,2025-02-14T08:00:05Z,Access to secretPassword in Secrets Manager,"The IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. This access is not considered malicious because only AWSService users are allowed to access secretPassword values, and this user is an IAMUser. However, monitor for any suspicious activity related to this access.",,True
607,False,,2025-02-14T14:00:05Z,GetSecretValue Event,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully. According to false positives, secretPassword value can be accessed only by AWSService user, but here it is accessed by an IAM user, which is unusual but not flagged as malicious due to insufficient evidence of compromise.",,True
611,False,,2025-02-14T10:00:03Z,GetSecretValue Access to secretPassword,"Access to 'secretPassword' in Secrets Manager was successful with responseElements as null, but the user is not AWSService. However, this is not flagged as malicious because only AWSService user is allowed to access this secret without alert. This access is by IAMUser 'HarunG1'. Review is recommended but not flagged as malicious by current rules.",,True
613,False,,2025-02-14T16:00:04Z,Access to secretPassword in Secrets Manager,"User HarunG1 accessed the secretPassword value in Secrets Manager successfully. This is allowed only for AWSService user, so this access might be unusual but not flagged as malicious without further context.",,True
617,False,,2025-02-14T19:00:03Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully. According to false positives, secretPassword can be accessed only by AWSService user, but here it is accessed by an IAM user which is unusual and suspicious but not confirmed malicious by the given rules.",,True
620,False,,2025-02-14T13:00:05Z,GetSecretValue Access to secretPassword,"Access to 'secretPassword' value in Secrets Manager was successful by IAM user HarunG1. However, this access is allowed only for AWSService user, so this event is suspicious but not flagged as malicious based on current rules and false positives.",,True
622,False,,2025-02-14T07:00:04Z,Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positives, access to 'secretPassword' is allowed only by AWSService user, but this event is by an IAM user, so it should be noted for further investigation, however, based on current rules it is not marked as malicious.",,True
624,False,,2025-02-22T15:00:03Z,Secret Access Attempt,"An IAM user HarunG1 accessed secretPassword value in Secrets Manager. However, this access was successful and user is not AWSService type, so it is not considered malicious according to the rules.",,True
626,False,,2025-02-22T11:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positives, access to secretPassword is only allowed for AWSService user, so this access by IAMUser is unusual but not flagged as malicious by the given rules.",,True
629,False,,2025-02-22T06:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positives, only AWSService users accessing secretPassword is allowed, so this access is suspicious but not confirmed malicious by the given rules.",,True
631,False,,2025-02-22T05:00:04Z,Access to secretPassword in Secrets Manager,"The IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. According to false positives, secretPassword access is allowed only by AWSService user, but this access is by an IAM user, which is unusual but not explicitly marked malicious in current rules without further context.",,True
633,False,,2025-02-22T04:00:03Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. According to false positives, secretPassword value access is allowed only by AWSService user. Since the user is IAMUser, this access might be suspicious but not flagged as malicious by the given rules.",,True
636,False,,2025-02-22T07:00:03Z,GetSecretValue from Secrets Manager,"Access to 'secretPassword' secret value was successful, but the user is an IAMUser, not AWSService. According to false positives, only AWSService user accessing secretPassword is allowed. This access might be suspicious but not confirmed malicious without further context.",,True
638,False,,2025-02-22T16:00:03Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. The responseElements is null, which means the access was successful. However, this access is allowed only by AWSService user type, so this is not considered malicious in this context.",,True
639,False,,2025-02-22T21:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. The responseElements is null, indicating successful access. However, only AWSService user type is allowed to access 'secretPassword', so this activity is not considered malicious.",,True
641,False,,2025-02-22T17:00:03Z,GetSecretValue event for secretPassword,"The secretPassword value was accessed successfully by IAM user 'HarunG1'. According to the rule, only AWSService users are allowed to access secretPassword. This access by IAM user is suspicious but not confirmed malicious by itself. Monitoring for further suspicious activities is recommended.",,True
645,False,,2025-02-22T10:00:04Z,GetSecretValue Access to secretPassword,"Access to 'secretPassword' value stored in secrets manager was successful. However, such access is allowed only by AWSService user. The user is IAMUser 'HarunG1', which is not allowed per false positive rules. But no prior malicious activity detected, so this event is not flagged as malicious now.",,True
648,False,,2025-02-25T11:00:03Z,Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully (responseElements is null indicates success). According to false positives, only AWSService user should access secretPassword, so this access by an IAM user is unusual but not flagged as malicious by the current rules.",,True
650,False,,2025-02-25T12:00:05Z,GetSecretValue Access,"An IAM user HarunG1 accessed the secretPassword value successfully in Secrets Manager. This is allowed only if the user is AWSService, but here the user is IAMUser, which is suspicious but not confirmed malicious based on available data.",,True
653,False,,2025-02-25T22:00:04Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager. The responseElements is null, which indicates the access was successful. However, access to 'secretPassword' is only allowed for AWSService users, so this access by an IAMUser is unusual and potentially suspicious but not confirmed malicious based on current rules.",,True
655,False,,2025-02-25T23:00:03Z,Access to secretPassword in Secrets Manager,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. Access to secretPassword is only allowed by AWSService user, but this event is not flagged as malicious by itself.",,True
657,False,,2025-02-25T21:00:03Z,GetSecretValue for secretPassword,"An IAMUser 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. The responseElements is null, indicating successful access. However, only AWSService users are allowed to access this secret value according to false positives, so this activity is flagged as non-malicious for now but should be monitored.",,True
659,False,,2025-02-25T10:00:03Z,GetSecretValue Accessed,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager. According to false positives, only AWSService user accessing secretPassword is allowed, so this access by IAMUser is suspicious but not confirmed malicious without further context.",,True
661,False,,2025-02-25T18:00:04Z,GetSecretValue from Secrets Manager,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully. However, only AWSService user is allowed to access this secret, so this access might need further review.",,True
663,False,,2025-02-25T20:00:03Z,GetSecretValue Access to Secret Password,"An IAM user 'HarunG1' accessed the secret value named 'secretPassword' in Secrets Manager successfully. This is allowed only for AWSService user, so this access is suspicious but not confirmed malicious without further context.",,True
665,False,,2025-02-25T00:00:04Z,GetSecretValue API call for secretPassword,"An IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager. The responseElements is null, indicating the secret was successfully retrieved. However, only AWSService user is allowed to access 'secretPassword' value, so this access might be suspicious and should be reviewed further.",,True
667,False,,2025-02-25T08:00:03Z,Secret Value Accessed,"An IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager. Access was successful as responseElements is null. This activity is not malicious because only AWSService user is allowed to access 'secretPassword' value, and this user is not AWSService, but no other suspicious activity is detected.",,True
